25.298492,100.582138,23.82638,0,23.161524,-26.809443,71.071777,28.777565,34.71505,81.140968,22.034517,0,-19.280767,28.176901,18.829185,60.932022
25.715464,100.521492,23.844131,0,23.7479,-26.13735,71.77504,30.045883,34.306011,81.200455,22.015587,0,-19.857595,27.730854,18.127155,59.342213
26.088161,100.466545,23.859892,0,24.035482,-26.004858,72.407005,30.965271,33.913486,81.259033,21.999287,0,-20.212267,27.317959,17.615356,58.592777
26.513725,100.388351,23.875885,0,24.419512,-25.394087,72.952179,32.29192,33.44894,81.363632,21.982136,0,-20.740511,26.930813,16.894978,57.151207
26.945236,100.295959,23.890945,0,24.765965,-24.785831,73.561211,33.264194,32.990337,81.495506,21.966467,0,-21.225847,26.119057,16.581089,55.84354
27.426308,100.157112,23.905241,0,25.075787,-24.009382,74.178131,34.418953,32.531734,81.647385,21.951178,0,-21.602501,25.472847,15.969097,54.784195
27.902748,99.981911,23.919327,0,25.395014,-23.297483,74.301315,35.73687,32.092957,81.81192,21.936594,0,-21.860777,24.156794,15.781231,53.170437
28.361351,99.779671,23.93302,0,25.6439,-22.20738,75.01828,37.101925,31.654173,81.995728,21.922396,0,-22.276773,23.006287,15.485246,52.145298
28.896608,99.527039,23.948732,0,25.963076,-20.924595,75.226105,38.765728,31.0872,82.247047,21.906607,0,-22.712523,21.283705,15.21647,49.871582
28.995731,99.477814,23.951485,0,26.009762,-20.686573,75.40966,39.052757,30.977507,82.297813,21.903843,0,-22.787998,20.96813,15.189503,49.66851
29.106087,99.423256,23.954483,0,26.062855,-20.434595,75.611946,39.350609,30.854593,82.354942,21.900753,0,-22.761639,20.683706,15.105693,49.431858
29.20719,99.373734,23.95718,0,26.086792,-20.199915,75.730499,39.612598,30.740932,82.407028,21.89805,0,-22.809849,20.464603,15.013937,49.183319
29.32085,99.317947,23.960121,0,26.150944,-19.941301,75.772911,39.890457,30.617361,82.464989,21.895044,0,-22.912077,20.273176,14.880665,48.886261
29.437815,99.260201,23.963055,0,26.248699,-19.682554,75.765144,40.158405,30.494452,82.522118,21.89212,0,-22.975433,20.085043,14.762483,48.554089
29.558081,99.201241,23.966011,0,26.351702,-19.430382,75.78727,40.446632,30.372202,82.579895,21.889275,0,-22.983839,19.89974,14.660084,48.135929
29.669758,99.147217,23.968702,0,26.414917,-19.192358,75.870667,40.733467,30.261187,82.633072,21.886707,0,-23.071308,19.69714,14.593742,47.762028
29.793993,99.089157,23.971539,0,26.456644,-18.947004,76.053146,41.051525,30.140919,82.69278,21.883911,0,-23.257763,19.375061,14.546389,47.409
29.917564,99.029716,23.974308,0,26.487007,-18.698553,76.311081,41.374031,30.022633,82.752945,21.88122,0,-23.411366,19.002691,14.534413,47.160599
30.040474,98.9674,23.977104,0,26.533998,-18.460346,76.594109,41.681561,29.90699,82.814194,21.87854,0,-23.354044,18.6367,14.51287,46.952103
30.152149,98.909683,23.979492,0,26.58469,-18.249868,76.879066,41.927082,29.803905,82.870667,21.876137,0,-23.342529,18.363401,14.462544,46.752163
30.275059,98.845886,23.982052,0,26.630423,-18.012028,77.092834,42.19381,29.690905,82.933754,21.873549,0,-23.419264,18.107155,14.386446,46.47805
30.39731,98.781448,23.984497,0,26.675848,-17.784679,77.172028,42.454716,29.577906,82.996849,21.871,0,-23.50157,17.897736,14.290081,46.153809
